schema_version,model,seed,season,spearman,slot_weeks
1,random,6,2025,-0.0176084593669,54
1,random,7,2025,-0.011655067724,54
1,random,8,2025,0.00530933164441,54
1,random,9,2025,0.0431513638928,54
1,random,10,2025,-0.0176167856115,54
1,random,11,2025,0.0047769984542,54
1,random,12,2025,0.0339828668151,54
1,random,13,2025,-0.00190562629448,54
1,random,14,2025,0.0554837042299,54
1,random,15,2025,-0.0119985008509,54
1,random,16,2025,-0.0368225419089,54
1,random,17,2025,-0.00325968508482,54
1,random,18,2025,0.0471586570523,54
1,random,19,2025,-0.0226474502615,54
1,regressed-rate,-1,2025,0.241068100941,54
1,shipped,-1,2025,0.407301898791,54
1,vegas-environment,-1,2025,0.376361379047,54
1,within-player,0,2025,0.40349782645,54
1,within-player,1,2025,0.403717800181,54
1,within-player,2,2025,0.400099535411,54
1,within-player,3,2025,0.405346539324,54
1,within-player,4,2025,0.401134259235,54
1,within-player,5,2025,0.404015868932,54
1,within-player,6,2025,0.404504117647,54
1,within-player,7,2025,0.40641382011,54
1,within-player,8,2025,0.402533511455,54
1,within-player,9,2025,0.401621710405,54
1,within-player,10,2025,0.406457298991,54
1,within-player,11,2025,0.407664118966,54
1,within-player,12,2025,0.408089264315,54
1,within-player,13,2025,0.404526979807,54
1,within-player,14,2025,0.405346898365,54
1,within-player,15,2025,0.403506738846,54
1,within-player,16,2025,0.400699825999,54
1,within-player,17,2025,0.405046266994,54
1,within-player,18,2025,0.401697121998,54
1,within-player,19,2025,0.405302931732,54
