schema_version,model,seed,season,k,rank,delta,covered_cells,jointly_empty_cells,total_cells
1,within-player,16,2011,3,rank_available,-0.0849673202614,51,0,51
1,within-player,16,2011,5,rank_available,-0.0274509803922,51,0,51
1,within-player,16,2011,10,rank_available,-0.00196078431373,51,0,51
1,within-player,16,2011,1,rank_in_slot,-0.0392156862745,51,0,51
1,within-player,16,2011,3,rank_in_slot,0.0130718954248,51,0,51
1,within-player,16,2011,5,rank_in_slot,-0.0470588235294,51,0,51
1,within-player,16,2011,10,rank_in_slot,-0.0117647058824,51,0,51
1,within-player,17,2011,1,rank_available,-0.0588235294118,51,0,51
1,within-player,17,2011,3,rank_available,-0.0718954248366,51,0,51
1,within-player,17,2011,5,rank_available,-0.0117647058824,51,0,51
1,within-player,17,2011,10,rank_available,-0.0156862745098,51,0,51
1,within-player,17,2011,1,rank_in_slot,0.0196078431373,51,0,51
1,within-player,17,2011,3,rank_in_slot,0.00653594771242,51,0,51
1,within-player,17,2011,5,rank_in_slot,-0.0235294117647,51,0,51
1,within-player,17,2011,10,rank_in_slot,0.00196078431373,51,0,51
1,within-player,18,2011,1,rank_available,0.0588235294118,51,0,51
1,within-player,18,2011,3,rank_available,-0.0849673202614,51,0,51
1,within-player,18,2011,5,rank_available,-5.44226972855e-18,51,0,51
1,within-player,18,2011,10,rank_available,-0.00980392156863,51,0,51
1,within-player,18,2011,1,rank_in_slot,0.0980392156863,51,0,51
1,within-player,18,2011,3,rank_in_slot,0.0326797385621,51,0,51
1,within-player,18,2011,5,rank_in_slot,0.0313725490196,51,0,51
1,within-player,18,2011,10,rank_in_slot,-0.0313725490196,51,0,51
1,within-player,19,2011,1,rank_available,0.0980392156863,51,0,51
1,within-player,19,2011,3,rank_available,-0.0980392156863,51,0,51
1,within-player,19,2011,5,rank_available,-0.0274509803922,51,0,51
1,within-player,19,2011,10,rank_available,-0.00196078431373,51,0,51
1,within-player,19,2011,1,rank_in_slot,-0.0588235294118,51,0,51
1,within-player,19,2011,3,rank_in_slot,6.53072367427e-18,51,0,51
1,within-player,19,2011,5,rank_in_slot,-0.0274509803922,51,0,51
1,within-player,19,2011,10,rank_in_slot,-0.0078431372549,51,0,51
1,base-rate-only,-1,2012,1,rank_available,0.0392156862745,51,0,51
1,base-rate-only,-1,2012,3,rank_available,0.0849673202614,51,0,51
1,base-rate-only,-1,2012,5,rank_available,0.0549019607843,51,0,51
1,base-rate-only,-1,2012,10,rank_available,0.0490196078431,51,0,51
