schema_version,model,seed,season,n,deviance
1,base-rate-only,-1,2025,1874,1.0536278836
1,current-season-rate,-1,2025,1874,1.06888866196
1,historical-rate,-1,2025,1874,3.52834392319
1,no-vegas,-1,2025,1874,1.07098220168
1,player-vegas,-1,2025,1874,1.06226156731
1,random,0,2025,1874,1.98816809426
1,random,1,2025,1874,2.11402362076
1,random,2,2025,1874,2.21058629164
1,random,3,2025,1874,2.14834341752
1,random,4,2025,1874,2.062108135
1,random,5,2025,1874,2.20036355754
1,random,6,2025,1874,2.13410519321
1,random,7,2025,1874,2.18428238604
1,random,8,2025,1874,2.13626847156
1,random,9,2025,1874,1.94956187709
1,random,10,2025,1874,2.14937280754
1,random,11,2025,1874,2.08603004471
1,random,12,2025,1874,2.08154807184
1,random,13,2025,1874,2.16462858137
1,random,14,2025,1874,1.92064303728
1,random,15,2025,1874,2.18303013661
1,random,16,2025,1874,2.2238899085
1,random,17,2025,1874,2.07981600949
1,random,18,2025,1874,2.05292522429
1,random,19,2025,1874,2.23420139231
1,regressed-rate,-1,2025,1874,1.09001650712
1,shipped,-1,2025,1874,1.07510021319
1,vegas-environment,-1,2025,1874,1.09178848538
1,within-player,0,2025,1874,1.09156938411
1,within-player,1,2025,1874,1.08795612251
1,within-player,2,2025,1874,1.08870733897
1,within-player,3,2025,1874,1.08552963809
1,within-player,4,2025,1874,1.08970725567
1,within-player,5,2025,1874,1.07688212823
1,within-player,6,2025,1874,1.09243415961
1,within-player,7,2025,1874,1.08195606987
1,within-player,8,2025,1874,1.08798976708
1,within-player,9,2025,1874,1.08553159102
1,within-player,10,2025,1874,1.09032150943
1,within-player,11,2025,1874,1.09093936811
1,within-player,12,2025,1874,1.07980814451
1,within-player,13,2025,1874,1.08981434261
1,within-player,14,2025,1874,1.08279557257
1,within-player,15,2025,1874,1.08438300831
1,within-player,16,2025,1874,1.08865025437
1,within-player,17,2025,1874,1.09382346406
1,within-player,18,2025,1874,1.0936371303
1,within-player,19,2025,1874,1.0882574419
