schema_version,model,seed,season,intercept,slope,se_intercept,se_slope,slope_lo,slope_hi,n,clusters,dropped_zero_lam
1,cal-level-pooled,-1,2016,-0.0817802217824,0.861535031795,0.0377912842778,0.0292129279157,0.80427769308,0.918792370509,8155,844,0
1,cal-level-position,-1,2016,-0.0778708599174,0.871731569085,0.0385440289478,0.030584764356,0.811785430947,0.931677707223,8155,844,0
1,cal-logaffine-pooled,-1,2016,0.039746906363,1.03950891326,0.0397535342562,0.0352476658873,0.970423488125,1.1085943384,8155,844,0
1,cal-logaffine-position,-1,2016,0.0242597542488,1.02975380432,0.0421874237363,0.0304057970903,0.970158442025,1.08934916662,8155,844,0
1,shipped,-1,2016,-0.139213466775,0.861535031795,0.0369876644536,0.0292129279157,0.80427769308,0.918792370509,8155,844,0
1,cal-level-pooled,-1,2017,-0.0873833066882,0.891227065563,0.0388580225829,0.0277508741285,0.836835352271,0.945618778855,7926,644,0
1,cal-level-position,-1,2017,-0.0826749592486,0.901528554652,0.040093830445,0.0291164643325,0.84446028456,0.958596824743,7926,644,0
1,cal-logaffine-pooled,-1,2017,0.0458424110933,1.07498430355,0.0413053708445,0.0334726752032,1.00937786015,1.14059074695,7926,644,0
1,cal-logaffine-position,-1,2017,0.0219926387851,1.05805934563,0.0409477193343,0.0304166693539,0.998442673692,1.11767601756,7926,644,0
1,shipped,-1,2017,-0.158341000413,0.891227065563,0.0376762694354,0.0277508741285,0.836835352271,0.945618778855,7926,644,0
1,cal-level-pooled,-1,2018,-0.010613155,0.816872196869,0.0436383997525,0.0332434482613,0.751715038276,0.882029355461,7699,652,0
1,cal-level-position,-1,2018,-0.00722464451174,0.824929786717,0.0442011821557,0.0346477060226,0.757020282912,0.892839290521,7699,652,0
1,cal-logaffine-pooled,-1,2018,0.117975841318,0.985580594689,0.0466527424507,0.0401092087997,0.906966545441,1.06419464394,7699,652,0
1,cal-logaffine-position,-1,2018,0.117863518197,0.98927003103,0.0482967467381,0.033923336283,0.922780291915,1.05575977014,7699,652,0
1,shipped,-1,2018,-0.086533000437,0.816872196869,0.042063450553,0.0332434482613,0.751715038276,0.882029355461,7699,652,0
1,cal-level-pooled,-1,2019,-0.0370594628366,0.875753924288,0.0355941979917,0.0276291571045,0.821600776363,0.929907072213,7118,639,0
1,cal-level-position,-1,2019,-0.0343304255796,0.885101147536,0.0362032527989,0.0288658072362,0.828524165353,0.941678129719,7118,639,0
1,cal-logaffine-pooled,-1,2019,0.114997274276,1.07197304996,0.0379455081353,0.0338196735269,1.00568648985,1.13825961008,7118,639,0
1,cal-logaffine-position,-1,2019,0.0996836865645,1.04844177439,0.0393449802857,0.0296023006506,0.990421265114,1.10646228366,7118,639,0
1,shipped,-1,2019,-0.114612878715,0.875753924288,0.0345901635854,0.0276291571045,0.821600776363,0.929907072213,7118,639,0
1,cal-level-pooled,-1,2020,0.0576437669543,0.882976666166,0.0346899244963,0.0256007499031,0.832799196356,0.933154135976,7229,675,0
1,cal-level-position,-1,2020,0.0638167836564,0.893391440826,0.0352902313083,0.0264916613693,0.841467784542,0.94531509711,7229,675,0
1,cal-logaffine-pooled,-1,2020,0.21084761405,1.07980127368,0.0373705138408,0.0313074211492,1.01843872823,1.14116381913,7229,675,0
