schema_version,model,delta,se,seasons,shuffle_sd,t,df,comparison,p_value,lo,hi,holm_rank,holm_alpha,p_holm,reject,stage_lo,stage_hi
1,cal-level-pooled,0.00148758856465,0.000920737261546,10,0,1.61564935707,9,t,0.140626291413,-0.000595263826611,0.00357044095591,3,0.025,0.281252582826,False,-0.000984600969668,0.00395977809897
1,cal-level-position,0.0011726273476,0.000902460920799,10,0,1.29936634438,9,t,0.226114459904,-0.00086888108853,0.00321413578373,4,0.05,0.281252582826,False,-0.00086888108853,0.00321413578373
1,cal-logaffine-pooled,-0.00494724053196,0.00117519105097,10,0,-4.20973298588,9,t,0.00227370409953,-0.00760570738556,-0.00228877367836,2,0.0166666666667,0.0068211122986,True,-0.0083944567502,-0.00150002431372
1,cal-logaffine-position,-0.00893013723349,0.00190418122883,10,0,-4.68975174123,9,t,0.0011364645143,-0.0132376944395,-0.00462258002744,1,0.0125,0.00454585805721,True,-0.0148539209279,-0.0030063535391
