team_pass_mean,team_pass_var,team_pass_dispersion,corr_lead_identity_qb,corr_lead_real_qb,lead_share_of_team_receiving,team_weeks
1.5246236284766521,1.3478049814602533,0.8840247234046416,0.5254099208662145,0.4817508983530829,0.31661924647790374,7821
