schema_version,population,season,horizon,intercept,slope,se_intercept,se_slope,slope_lo,slope_hi,n,clusters,fit_status,reason,converged,iterations,cluster_se
1,common_top3,2023,0,-0.0189383123116,0.996978562285,0.0830547715641,0.121129853924,0.759564048595,1.23439307598,162,81,ok,,True,6,True
1,common_top3,2024,0,-0.197189839766,0.967668164572,0.109221365975,0.179500127869,0.615847913948,1.3194884152,162,76,ok,,True,6,True
1,common_top3,2025,0,-0.11230272608,0.963705500322,0.0927651687857,0.134383515877,0.700313809202,1.22709719144,162,76,ok,,True,6,True
1,common_top5,2011,0,-0.123537955762,0.924117073947,0.0675142815674,0.120812276891,0.687325011241,1.16090913665,255,74,ok,,True,6,True
1,common_top5,2012,0,-0.261332836369,0.920731017103,0.082249379538,0.122269066363,0.681083647032,1.16037838717,255,78,ok,,True,6,True
1,common_top5,2013,0,-0.128233209195,0.849995742227,0.0729294574073,0.105474058473,0.64326658762,1.05672489684,255,80,ok,,True,6,True
1,common_top5,2014,0,-0.0692389638409,0.925465637132,0.0762348063198,0.118580981952,0.693046912505,1.15788436176,255,78,ok,,True,6,True
1,common_top5,2015,0,0.084901066964,0.846058660045,0.0811349157478,0.124091849825,0.602838634387,1.0892786857,255,79,ok,,True,6,True
1,common_top5,2016,0,-0.18822067649,0.887764844478,0.069933145279,0.102239122205,0.687376164957,1.088153524,255,94,ok,,True,6,True
1,common_top5,2017,0,-0.17857731805,1.08233523635,0.0611075559488,0.0964148927325,0.893362046597,1.27130842611,255,86,ok,,True,6,True
1,common_top5,2018,0,-0.114064792614,0.960053210854,0.0646355139883,0.0931051718574,0.777567074014,1.14253934769,255,91,ok,,True,6,True
1,common_top5,2019,0,-0.292939770556,1.18312901817,0.0932049175968,0.132794746158,0.922851315699,1.44340672064,255,90,ok,,True,6,True
1,common_top5,2020,0,-0.11999878658,1.07973299489,0.0716853508047,0.0995876491723,0.884541202513,1.27492478727,255,91,ok,,True,6,True
1,common_top5,2021,0,-0.154797933182,0.897449036853,0.0730820632336,0.104473462244,0.692681050855,1.10221702285,270,89,ok,,True,6,True
1,common_top5,2022,0,-0.215966102762,0.991801121106,0.0764759695117,0.111472169269,0.77331566934,1.21028657287,270,87,ok,,True,6,True
1,common_top5,2023,0,-0.0947859474017,1.03524985726,0.0703739297388,0.0988800841523,0.841444892318,1.22905482219,270,96,ok,,True,6,True
1,common_top5,2024,0,-0.160371520046,0.929677448246,0.0821231607639,0.140196550595,0.65489220908,1.20446268741,270,93,ok,,True,6,True
1,common_top5,2025,0,-0.13668855029,1.03296123006,0.0773061541085,0.111610374822,0.814204895412,1.25171756471,270,91,ok,,True,6,True
1,common_top10,2011,0,-0.129632191116,0.94976347743,0.0574391344323,0.0939663395842,0.765589451845,1.13393750301,510,104,ok,,True,6,True
1,common_top10,2012,0,-0.22512472762,0.866194753648,0.0702531061058,0.0890405948178,0.691675187805,1.04071431949,510,102,ok,,True,6,True
1,common_top10,2013,0,-0.0712677538066,0.91622954403,0.0609045353851,0.0783220505665,0.762718324919,1.06974076314,510,106,ok,,True,6,True
1,common_top10,2014,0,-0.0894837486616,0.927207051666,0.0615861020883,0.0848030857654,0.760993003566,1.09342109977,510,107,ok,,True,6,True
1,common_top10,2015,0,-0.0163195852972,1.01727742576,0.0682353542325,0.0931898346767,0.834625349798,1.19992950173,510,109,ok,,True,6,True
1,common_top10,2016,0,-0.126103270571,0.91625322911,0.0525632081246,0.0764924024233,0.76632812036,1.06617833786,510,124,ok,,True,6,True
1,common_top10,2017,0,-0.186902446056,1.02960996369,0.0509092293524,0.0753778237702,0.881869429099,1.17735049828,510,119,ok,,True,6,True
1,common_top10,2018,0,-0.108782741684,0.961025988169,0.0547540690205,0.0694346356918,0.824934102213,1.09711787412,510,124,ok,,True,6,True
1,common_top10,2019,0,-0.195186972245,1.02177574172,0.0587152416657,0.0948954051355,0.83578074765,1.20777073578,510,112,ok,,True,6,True
1,common_top10,2020,0,-0.060772071302,1.03573710032,0.0511518231292,0.0747261142892,0.889273916309,1.18220028432,510,132,ok,,True,6,True
1,common_top10,2021,0,-0.175709236452,0.953409794459,0.0523519979377,0.0750577667834,0.806296571563,1.10052301735,540,125,ok,,True,6,True
1,common_top10,2022,0,-0.237195599704,1.0066768777,0.0546244722744,0.0849392093917,0.840196027293,1.17315772811,540,132,ok,,True,6,True
1,common_top10,2023,0,-0.0814717571074,0.968566664328,0.0585032956554,0.0862715270077,0.799474471393,1.13765885726,540,132,ok,,True,6,True
1,common_top10,2024,0,-0.115014782439,0.777798118525,0.0609688973957,0.0968568151889,0.587958760754,0.967637476295,540,129,ok,,True,6,True
1,common_top10,2025,0,-0.148717455129,1.0149817822,0.0620809060804,0.0929865582043,0.832728128118,1.19723543628,540,122,ok,,True,6,True
1,selected_greedy,2011,0,-0.435978569463,1.3871643574,0.20306502566,0.290612601367,0.817563658724,1.95676505608,51,51,ok,,True,6,True
1,selected_greedy,2012,0,-0.469030749767,1.33475181515,0.16978171836,0.243342499668,0.857800515803,1.8117031145,51,51,ok,,True,6,True
1,selected_greedy,2013,0,-0.0532730278004,0.756927043075,0.136648440313,0.185089122445,0.394152363082,1.11970172307,51,51,ok,,True,6,True
1,selected_greedy,2014,0,-0.141416901955,1.17949095534,0.192112817159,0.265997396554,0.65813605809,1.70084585258,51,51,ok,,True,6,True
1,selected_greedy,2015,0,0.0638180064912,0.83142398862,0.108127142689,0.173047962845,0.492249981445,1.1705979958,51,51,ok,,True,6,True
1,selected_greedy,2016,0,-0.526793178008,1.09600210119,0.192883825099,0.252472539782,0.601155923212,1.59084827916,51,51,ok,,True,6,True
1,selected_greedy,2017,0,-0.455034845565,1.30920858742,0.223798631738,0.284977488568,0.750652709828,1.86776446501,51,51,ok,,True,6,True
1,selected_greedy,2018,0,0.0257739191299,0.751254026346,0.128231639861,0.172402361123,0.413345398545,1.08916265415,51,51,ok,,True,6,True
1,selected_greedy,2019,0,-0.424143405973,1.39289951186,0.20270569382,0.271984493067,0.859809905448,1.92598911827,51,51,ok,,True,6,True
1,selected_greedy,2020,0,-0.0237999746207,0.870735033148,0.146745231701,0.204447943212,0.470017064453,1.27145300184,51,51,ok,,True,6,True
1,selected_greedy,2021,0,-0.487662746112,1.15157893356,0.188588577068,0.217584440606,0.725113429975,1.57804443715,54,54,ok,,True,6,True
1,selected_greedy,2022,0,-0.366255457306,1.07409602611,0.196063466184,0.241485647392,0.600784157217,1.54740789499,54,54,ok,,True,6,True
1,selected_greedy,2023,0,-0.0628487156333,0.92451090185,0.132939869809,0.198027335224,0.536377324811,1.31264447889,54,54,ok,,True,6,True
1,selected_greedy,2024,0,-0.52881398897,1.36363023141,0.186989244273,0.273934606774,0.826718402137,1.90054206069,54,54,ok,,True,6,True
1,selected_greedy,2025,0,0.0935852857012,0.793494984602,0.139392847447,0.190901226499,0.419328580665,1.16766138854,54,54,ok,,True,6,True
1,selected_optimizer,2011,0,-0.180226793869,1.10199038518,0.155732947692,0.231116922674,0.649001216743,1.55497955362,51,51,ok,,True,6,True
1,selected_optimizer,2012,0,-0.281036181472,0.974480354329,0.161507372759,0.201909031203,0.578738653172,1.37022205549,51,51,ok,,True,6,True
1,selected_optimizer,2013,0,-0.133315692809,1.16598284351,0.136848452084,0.144512056764,0.882739212249,1.44922647477,51,51,ok,,True,7,True
1,selected_optimizer,2014,0,-0.161580904105,1.10006356464,0.158234973785,0.177974640851,0.751233268572,1.44889386071,51,51,ok,,True,7,True
1,selected_optimizer,2015,0,0.0526903344647,0.919042310034,0.13586929461,0.19045585688,0.545748830551,1.29233578952,51,51,ok,,True,6,True
1,selected_optimizer,2016,0,-0.278785906264,0.666386740466,0.179870538278,0.260186336795,0.156421520347,1.17635196058,51,51,ok,,True,6,True
1,selected_optimizer,2017,0,-0.423682381521,1.13732888129,0.193811550698,0.270775089471,0.606609705924,1.66804805665,51,51,ok,,True,6,True
1,selected_optimizer,2018,0,0.0428563119375,0.610833211892,0.133466511685,0.188342074481,0.241682745909,0.979983677875,51,51,ok,,True,6,True
1,selected_optimizer,2019,0,-0.641385288194,1.1693677166,0.237199956872,0.302567824918,0.576334779758,1.76240065343,51,51,ok,,True,6,True
1,selected_optimizer,2020,0,-0.361989960652,1.16092277925,0.196928814554,0.238114901784,0.694217571749,1.62762798674,51,51,ok,,True,6,True
1,selected_optimizer,2021,0,0.00884041022291,0.56464813119,0.148300970228,0.227868672054,0.118025533964,1.01127072842,54,54,ok,,True,6,True
1,selected_optimizer,2022,0,-0.392071318729,1.18841945876,0.196368491459,0.225933478002,0.745589841875,1.63124907564,54,54,ok,,True,6,True
1,selected_optimizer,2023,0,0.0138832231889,0.97679673565,0.132776306521,0.165941081226,0.651552216447,1.30204125485,54,54,ok,,True,6,True
1,selected_optimizer,2024,0,-0.362041097637,1.20446581631,0.156454566996,0.26904947287,0.677128849487,1.73180278314,54,54,ok,,True,6,True
1,selected_optimizer,2025,0,-0.161327822643,1.31598080747,0.160263601387,0.221265817334,0.882299805498,1.74966180945,54,54,ok,,True,7,True
