schema_version,population,axis,level,horizon,intercept,slope,se_intercept,se_slope,slope_lo,slope_hi,n,clusters,fit_status,reason,converged,iterations,cluster_se
1,selected_greedy,rate_bin,"(0.6, 0.8]",0,0.0810495401585,1.96682185584,0.403925892433,1.14876589556,-0.284759299462,4.21840301115,247,247,ok,,True,6,True
1,selected_greedy,rate_bin,"(0.8, 1.0]",0,-0.205717146196,0.628172143656,0.186384510256,1.4106265691,-2.13665593179,3.3930002191,128,128,ok,,True,5,True
1,selected_greedy,rate_bin,"(1.0, inf]",0,-0.23990634931,1.05942694135,0.125333673467,0.15080098372,0.763857013257,1.35499686944,321,321,ok,,True,6,True
1,selected_greedy,availability,full,0,-0.222045716725,1.03835228325,0.0426019176499,0.0590065426307,0.922699459689,1.1540051068,767,767,ok,,True,6,True
1,selected_greedy,availability,questionable,0,0.427394821312,3.2560648216,,,,,13,13,ok,cluster SEs suppressed: 13 < 30,True,7,False
1,selected_optimizer,overall,all,0,-0.191829947386,0.999234695944,0.0415250250777,0.0556190202706,0.890221416214,1.10824797567,780,780,ok,,True,6,True
1,selected_optimizer,position,QB,0,0.0713410230597,0.725250279631,0.166439753428,0.186470151084,0.359768783506,1.09073177576,260,260,ok,,True,7,True
1,selected_optimizer,position,RB,0,-0.199070153194,0.570048269006,0.0807973014474,0.212868435419,0.152826135585,0.987270402427,260,260,ok,,True,5,True
1,selected_optimizer,position,WR,0,-0.379441594386,0.952248157744,0.140954683984,0.383967241154,0.199672365082,1.70482395041,204,204,ok,,True,6,True
1,selected_optimizer,position,TE,0,-0.256776071321,0.811806395593,0.226210647384,0.624641110276,-0.412490180547,2.03610297173,56,56,ok,,True,6,True
1,selected_optimizer,rate_bin,"(0.3, 0.4]",0,,,,,,,1,1,unsupported,n <= 2 for a two-parameter fit,False,0,False
1,selected_optimizer,rate_bin,"(0.4, 0.6]",0,2.4240997397,5.67748960501,1.49251341578,2.53910938775,0.700835205029,10.654144005,98,98,ok,,True,7,True
1,selected_optimizer,rate_bin,"(0.6, 0.8]",0,-0.390760285034,0.458235828262,0.439151981755,1.15913789847,-1.81367445273,2.73014610925,205,205,ok,,True,6,True
1,selected_optimizer,rate_bin,"(0.8, 1.0]",0,-0.44921926856,-1.74018768103,0.229123946692,1.53111222164,-4.74116763545,1.26079227338,124,124,ok,,True,5,True
1,selected_optimizer,rate_bin,"(1.0, inf]",0,-0.209377909723,1.01520778861,0.103687091367,0.121314256642,0.777431845596,1.25298373163,352,352,ok,,True,6,True
1,selected_optimizer,availability,full,0,-0.184783245991,0.994545414436,0.041771084499,0.0557646318247,0.885246736059,1.10384409281,766,766,ok,,True,6,True
1,selected_optimizer,availability,questionable,0,-0.648413232953,0.729362170494,,,,,14,14,ok,cluster SEs suppressed: 14 < 30,True,6,False
