schema_version,population,axis,level,horizon,n,outcomes_known,outcome_coverage,players,seasons,forecast_mean,planning_mean,actual_mean,forecast_over_actual,played_fraction,deviance_positive_rates,zero_lam_n,zero_lam_positive_outcome_n,zero_lam_outcome_tds
1,all_eligible,rate_bin,"(1.0, inf]",1,6667,6420,0.962951852407,220,15,1.72406893235,1.69820789836,1.43193146417,1.20828385121,0.857320872274,1.30208244774,0,0,0
1,all_eligible,availability,full,1,98533,92781,0.941623618483,2499,15,0.290426775803,0.286070374166,0.284627240491,1.03585435968,0.73640077171,0.725398109677,0,0,0
1,all_eligible,overall,all,2-3,177400,161246,0.908940248027,2467,15,0.291561357644,0.280834335569,0.290556044801,1.02523636286,0.741550177989,0.747434684234,0,0,0
1,all_eligible,position,QB,2-3,26829,26829,1,270,15,0.81363354779,0.783737035779,0.762644899176,1.06685765376,0.532446233553,1.26033037808,0,0,0
1,all_eligible,position,RB,2-3,40339,40339,1,607,15,0.246274045134,0.237230533632,0.245940652966,1.00135557975,0.765933711793,0.722661900372,0,0,0
1,all_eligible,position,WR,2-3,59077,59077,1,888,15,0.191493220235,0.184459436044,0.199045313743,0.962058420941,0.838617397634,0.660501901875,0,0,0
1,all_eligible,position,TE,2-3,35001,35001,1,472,15,0.141626830785,0.136423914038,0.134567583783,1.05245874826,0.709894003028,0.52957115866,0,0,0
1,all_eligible,rate_bin,"(-0.001, 0.05]",2-3,22618,20383,0.901184896985,1315,15,0.0374473858421,0.0360722556087,0.0718736201737,0.52062559233,0.614139233675,0.429789313265,0,0,0
1,all_eligible,rate_bin,"(0.05, 0.1]",2-3,44608,39779,0.891745875179,2133,15,0.0732507307614,0.070556015614,0.099851680535,0.73309441879,0.664018703336,0.50470664094,0,0,0
1,all_eligible,rate_bin,"(0.1, 0.15]",2-3,29047,25909,0.891968189486,1994,15,0.122951150288,0.118427517471,0.160677756764,0.766412560122,0.692500675441,0.687525729324,0,0,0
1,all_eligible,rate_bin,"(0.15, 0.2]",2-3,18401,16951,0.921199934786,1448,15,0.172977150847,0.166610226118,0.216801368651,0.798491861068,0.698660845968,0.826894889373,0,0,0
1,all_eligible,rate_bin,"(0.2, 0.3]",2-3,20492,18896,0.922115947687,1153,15,0.244125039671,0.235142309323,0.27582557155,0.885094762019,0.823983911939,0.878009176396,0,0,0
1,all_eligible,rate_bin,"(0.3, 0.4]",2-3,11452,10595,0.925165909885,724,15,0.345637980313,0.332915594906,0.352902312412,0.979381442701,0.918735252478,0.921343703924,0,0,0
1,all_eligible,rate_bin,"(0.4, 0.6]",2-3,11380,10585,0.93014059754,546,15,0.483636935768,0.465850481667,0.428153046764,1.12975288452,0.935852621634,0.985054351152,0,0,0
1,all_eligible,rate_bin,"(0.6, 0.8]",2-3,4658,4305,0.924216401889,354,15,0.687206037012,0.661871502025,0.542392566783,1.26758869715,0.914285714286,1.11827142384,0,0,0
1,all_eligible,rate_bin,"(0.8, 1.0]",2-3,2669,2488,0.932184338704,276,15,0.894076360398,0.861399743632,0.672025723473,1.33046716932,0.83038585209,1.28831013356,0,0,0
1,all_eligible,rate_bin,"(1.0, inf]",2-3,12075,11355,0.940372670807,230,15,1.72274752309,1.65933497211,1.41664464993,1.22182806997,0.849229414355,1.32586176326,0,0,0
1,all_eligible,availability,full,2-3,177400,161246,0.908940248027,2467,15,0.291561357644,0.280834335569,0.290556044801,1.02523636286,0.741550177989,0.747434684234,0,0,0
1,all_eligible,overall,all,4-6,220096,193238,0.877971430648,2411,15,0.292848995058,0.271767183457,0.295423260435,1.01848994999,0.747363355034,0.772368375486,0,0,0
1,all_eligible,position,QB,4-6,32555,32555,1,263,15,0.81535381157,0.756729599307,0.769344186761,1.05980369463,0.53749040086,1.33316586713,0,0,0
1,all_eligible,position,RB,4-6,48120,48120,1,583,15,0.248215372098,0.23037102018,0.251267664173,0.98785242787,0.772610141313,0.744326088047,0,0,0
1,all_eligible,position,WR,4-6,70640,70640,1,839,15,0.193578534032,0.179660995891,0.202010192525,0.958261222425,0.844450736127,0.673513252151,0,0,0
1,all_eligible,position,TE,4-6,41923,41923,1,454,15,0.142646783155,0.132389662232,0.135486487131,1.05284878349,0.717768289483,0.535642913174,0,0,0
1,all_eligible,rate_bin,"(-0.001, 0.05]",4-6,26505,22995,0.867572156197,1275,15,0.0378850909146,0.0351647828201,0.0821482931072,0.461005137567,0.621526418787,0.483931372523,0,0,0
